id_penjualan, barang
90000238,SPRITE 1500 ML
90000238,ROKOK SAMPURNA MILD 16
90000239,FANTA STRAWBERY 1 5 LITER PET
90000239,KOPIKO 78C BTL 250 ML
90000240,CLASS MILD 16
90000241,AQUA 600ML
90000242,AQUA PRIMA 1500 ML
90000242,MINUTE PULPY ALOEVERA 350 ML
90000243,GOOD DAY RASA MOCACINNO BTL 250 ML
90000243,ADES NATURAL 600 ML
90000244,ANEKA JAJANAN PASAR
90000244,ROKOK SAMPURNA MILD 16
90000244,KACANG BAWANG ANIK
90000245,ANEKA JAJANAN PASAR
90000246,INDOMIE GRNG RENDANG PEDAS
90000246,ADES NATURAL 600 ML
90000246,JOY TEA HONEY MINT 465ML
90000246,HEXOS RASA BARLEY MINT
90000246,BOLU PANDAN POTONG MARTABAK BESAR
90000247,AQUA PRIMA 1500 ML
90000247,FANTA STRAWBERY 1 5 LITER PET
90000247,BATAVIA BISKUIT KELAPA 300G
90000248,ROKOK SURYA 16
90000249,ANEKA JAJANAN PASAR
90000249,FANTA STRAWBERY 1 5 LITER PET
90000250,FANTA STRAWBERY 1 5 LITER PET
90000250,POCARI SWEAT CAN 330ML
90000250,INDOCAFE COFFEMIX 20GR
90000251,ROKOK GG FILTER  12
90000251,ROKOK SURYA 16
90000252,AQUARIUS BTL 500 ML
90000252,ROKOK SURYAPRO MERAH 16
90000253,AQUA 330ML
90000254,ANEKA JAJANAN PASAR
90000254,FRESTEA BLACK JASMINE HONEY 500 ML
90000254,NASI KUNING DAN BIHUN GORENG
90000255,AQUA PRIMA 1500 ML
90000256,ANEKA JAJANAN PASAR
90000256,TEH GELAS CP ORIGINAL 1000 ML
90000256,BENDERA SKM KRIMER 45 GR
90000256,ROKOK SAMPURNA U MILD
90000257,ANEKA JAJANAN PASAR
90000258,ADES 1500 ML
90000258,PEMPEK NUR SATUAN
90000259,ANEKA JAJANAN PASAR
90000259,POCARI 350ML
90000259,POCARI SWEAT BTL 2 LTR
90000260,ANEKA JAJANAN PASAR
90000260,KOPIKO 78C BTL 250 ML
90000261,ROKOK GG FILTER  12
90000261,PEMPEK NUR SATUAN
90000262,ULTRA MILK LOW FAT COK 250ML
90000262,ROTI UMI KALSUM
90000263,FRUIT TEA STRWBRY 500ML
90000263,ROKOK SURYA 16
90000263,NASI KUNING DAN BIHUN GORENG
90000263,SATE KERANG
90000264,ULTRA TEH KOTAK 500 ML
90000265,POCARI SWEAT BTL 2 LTR
90000266,ANEKA JAJANAN PASAR
90000266,POCARI 350ML
90000266,BOLU KUKUS
90000267,MITU EXTRA THICK WIPES PINK 50 S
90000267,NICE FACIAL TISSUE 250SHEET PACK
90000267,VAPE ONE PUSH LEMON 60HARI
90000267,MULTI MP-03
90000267,FRESH CARE CITRUS 10 ML
90000267,DETTOL HAND W.ORIGINAL 250 ML
90000268,DOVE CRISPY COKLAT 38G
90000268,HB YOGURT STRAWBERRY 200 ML
90000268,YOGHURT BLACKCURRANT 200ML
90000268,GOOD DAY TIRAMISU BLISS COFFEE BTL 250 ML
90000268,VITACIMIN ORANGE 2S
90000269,ALFAONE 240ML
90000270,ANEKA JAJANAN PASAR
90000270,FRESTEA FRUCY APEL 500 ML
90000270,ROKOK SAMPURNA MILD 16
90000271,SPRITE 1500 ML
90000271,FANTA STRAWBERY 1 5 LITER PET
90000271,ADES 1500 ML
90000272,MONY CINCAU CAN 300ML
90000272,ROKOK SAMPURNA MILD 12
90000272,ROTI UMI KALSUM
90000273,YAKULT
90000273,LOVE JUICE APPLE 300ML
90000273,DUNHILL MILD 16
90000274,TELUR AYAM
90000275,COCA-COLA 1500 ML
90000275,SPRITE 1500 ML
90000276,BERAS TOPI KOKI RAMOS 20 KG
90000277,DUNHILL MILD 16
90000278,ROKOK SURYA 16
90000279,PEMPEK KAPAL SELAM
90000280,ABC KECAP BLACK GOLD PCH 500M
90000280,RELAXA BARLEY MINT
90000280,ROTI TAWAR
90000281,LARUTAN CAP KAKI TIGA RASA JERUK 320M
90000281,LARUTAN PENYEGAR CAP BADAK ANGGUR 330ML
90000282,SIDOLA KAYU PUTIH 30 ML
90000283,MINUTE MAID NUTRIBOOST 300 ML STRAWBWRRY
90000283,DUNHILL FILTER 16
90000284,ANEKA JAJANAN PASAR
90000284,MR P KACANG KULIT 500GR
90000285,BENDERA COKLAT AC 200 ML BTL
90000285,ROKOK SAMPURNA U MILD
90000286,TEH BTL SOSRO JASMINE 500 ML
90000286,ROKOK PANAMAS ISI 12
90000286,SATE KERANG
90000287,KOREK API TOKAI/TAJ SENTER
90000288,PERMEN JAHE
90000288,TEH GELAS CP ORIGINAL 500 ML
90000288,MONY CINCAU CAN 300ML
90000288,HEXOS RASA BARLEY MINT
90000288,BOOM STIK MINT  18GR
90000289,ANEKA JAJANAN PASAR
90000289,AQUA 330ML
90000289,JOY TEA HONEY LEMON 500 ML
90000289,BOLU PANDAN POTONG MARTABAK BESAR
90000290,ANEKA JAJANAN PASAR
90000290,SPRITE 1500 ML
90000291,SARANG WALET DAYDAY 300ML
90000291,TANGO WAFER TIRAMISU 192G
90000291,TANGO WAFER CKIES & CREAM 180 GR
90000291,PEYEK KERIPIK BAYAM SINGKONG PEDAS
90000291,PEYEK KACANG BAYAM SAMBAL TERI RAMBAK
90000292,ROKOK SAMPURNA MILD 16
90000293,FRUIT TEA STRWBRY 500ML
90000294,POCARI 350ML
90000295,MINUTE MAID PULPY MANGGO 350 ML
90000295,CLASS MILD 16
90000296,FRESTEA FRUTCY MARKISA 500 ML
90000296,COCA-COLA 1500 ML
90000297,ROKOK PANAMAS ISI 12
90000298,ANEKA MARTABAK RISOL
90000298,FANTA STRAWBERRY BTL 425 ML
90000299,ANEKA JAJANAN PASAR
90000300,GULAKU PREMIUM PUTIH 1 KG
90000300,KOPI CAP 2 BEBEK PAGARALAM 1/2
90000301,ROKOK MARLBORO LIGHT
90000302,ANEKA JAJANAN PASAR
90000302,FRESTEA MELATI 500ML
90000302,ROKOK SAMPURNA MILD 16
90000303,AQUA 600ML
90000303,ULTRA MILK LOW FAT COK 250ML
90000303,BOLU KUKUS
90000304,ROKOK SAMPURNA MILD 16
90000305,OREO MINI CHOCO 67G
90000305,SARI ROTI SANDWICH ISI COKLAT
90000305,MAMYPOKO PANTS STANDAR S11
90000306,ANEKA JAJANAN PASAR
90000306,TEH SOSRO KTK JASMINE 200 ML
90000306,ROKOK SAMPURNA MILD 16
90000307,ANEKA JAJANAN PASAR
90000307,FRESTEA FRUTCY LEMON 500 ML
90000307,NASI KUNING DAN BIHUN GORENG
90000308,ANEKA JAJANAN PASAR
90000308,Q GUAVA BTL 350 ML
90000308,MILO ACTIGEN E RTD HICAL CAN 240 ML
90000308,PANCAKE DURIAN
90000309,WALLS PADDLE POP ROCKET JELLY 47 ML
90000309,NANO2 BELIMBING 5 BTR
90000309,FROZZ MINT 15 GR
90000309,WALLS PADDLE POP COKLAT 60 ML
90000309,PADDLE POP DRAGON POP 47M
90000310,ANEKA JAJANAN PASAR
90000310,BOLU PANDAN POTONG MARTABAK BESAR
90000311,ANEKA JAJANAN PASAR
90000311,ANEKA MARTABAK RISOL
90000311,ADES 1500 ML
90000312,ABC TOMAT SACHET 20ML
90000312,JOY TEA HONEY LEMON 500 ML
90000312,ROKOK SAMPURNA MILD 16
90000312,INDOCAFE COFFEMIX 20GR
90000312,KERIPIK SINGKONG PEDAS N ASIN PITOYO
90000313,ROKOK ACCESS MILD
90000313,ROKOK SAMPURNA MILD 16
90000314,MINUTE MAID NUTRIBOOST 300 ML STRAWBWRRY
90000315,TEH GELAS CP ORIGINAL 330 ML
90000315,NASI KUNING DAN BIHUN GORENG
90000315,KOREK API TOKAI/TAJ SENTER
90000316,CLASS MILD 16
90000316,KOPIKO 78C BTL 250 ML
90000316,TEH BTL SOSRO JASMINE 500 ML
90000317,ANEKA JAJANAN PASAR
90000317,NICE ROLL
90000317,CIMORY YOGURT BLUEBERRY 250ML
90000317,PERMEN DYMINTE 150G 
90000318,AQUA 600ML
90000319,SANDAL SWALLOW
90000320,AQUA GALON
90000320,TABUNG GAS ELPIJI 12KG
90000321,ANEKA JAJANAN PASAR
90000321,TEH BTL SOSRO LESS SUGAR 500 ML
90000321,ROKOK SURYA 12
90000322,RAWIT JOGED 12
90000323,LOVE JUICE JAMBU 300M
90000323,ROKOK SURYA 16
90000324,KERTAS KADO KIKY BESAR
90000324,ISOLASI 1/2x72 BERRY
90000325,ROKOK DJARUM SUPER MLD 20
90000325,LASEGAR RASA JERUK 320ML
90000326,SUNLIGHT LIME REFIL 800 ML
90000327,KAPAL API FRESCO KOPI GULA 25G
90000328,ROKOK GG MILD 16
90000329,VITACIMIN SWEETLET
90000330,ROKOK GG FILTER  12
90000331,ANEKA JAJANAN PASAR
90000331,FRUIT TEA GUAVA 500M
90000331,NASI KUNING DAN BIHUN GORENG
90000332,ANEKA JAJANAN PASAR
90000332,VITACIMIN ORANGE 2S
90000332,LASEGAR RASA JAMBU 320ML
90000333,ANEKA JAJANAN PASAR
90000333,YOU C 1000 LEMON WATER 500 ML
90000334,ANEKA JAJANAN PASAR
90000334,ROKOK SAMPURNA MILD 16
90000334,BOLU PANDAN POTONG MARTABAK BESAR
90000335,ROKOK SURYA 16
90000335,INDOCAFE CAPPUCINO 25 GR
90000336,INDOMIE GORENG JUMBO 129 GR
90000336,SATE KERANG
90000337,AQUA 330ML
90000337,PEMPEK NUR SATUAN
90000337,SATE KERANG
90000338,ANEKA JAJANAN PASAR
90000339,ROKOK SURYA 16
90000340,AQUA PRIMA 1500 ML
90000341,ANEKA JAJANAN PASAR
90000341,AQUA 600ML
90000342,ROKOK SURYA PROMILD PUTIH 16
90000343,ULTRA SARI KACANG HIJAU 200 ML
90000344,ANEKA JAJANAN PASAR
90000345,ADES 1500 ML
90000346,ABC KOPI WHITE COFFEE 27 GR
90000346,FRUIT TEA STRWBRY 500ML
90000346,AUTAN FAMILY 8ML
90000347,POCARI SWEAT BTL 900 ML
90000348,ANEKA JAJANAN PASAR
90000348,AQUA PRIMA 1500 ML
90000348,DONAT MANIS
90000349,ENERGEN KACANG HIJAU PACK ISI 10 SACHET
90000349,POCARI 350ML
90000350,FRUIT TEA STRWBRY 500ML
90000350,POCARI SWEAT BTL 500 ML
90000351,ANEKA JAJANAN PASAR
90000351,LARUTAN CAP KAKI 3 JAMBU BIJI 320 ML
90000351,DUNHILL MILD 16
90000352,MINUTE MAID NUTRIBOOST 300 ML STRAWBWRRY
90000353,TORABIKA DUO SUSU 6x33G
90000353,MIE SEDAP GORENG
90000353,MIE SEDAP RASA SOTO 75 GR
90000354,ADES 1500 ML
90000355,TEBS KLG 330 ML
90000355,ROKOK SURYA PROMILD PUTIH 16
90000355,NASI KUNING DAN BIHUN GORENG
90000356,DUNHILL FILTER 16
90000357,ROKOK DJARUM SUPER MLD 20
90000358,SARANG WALET DAYDAY 300ML
90000359,POCARI SWEAT BTL 900 ML
90000360,YOU C 1000 LEMON WATER 500 ML
90000360,ROTI UMI KALSUM
90000361,KERIPIK SINGKONG PEDAS N ASIN PITOYO
90000361,PEYEK KERIPIK BAYAM SINGKONG PEDAS
90000362,SPRITE BTL 425 ML
90000363,ROKOK MARLBORO BLACK MENTHOL 20
90000363,MILO ACTIGEN E RTD HICAL CAN 240 ML
90000364,ANEKA JAJANAN PASAR
90000364,TORABIKA DUO SUSU 6x33G
90000364,ULTRA MILK COKLAT 250 ML
90000365,ANEKA JAJANAN PASAR
90000365,ROKOK GG FILTER  12
90000365,PEPSODENT HERBAL 120GR
90000366,ANEKA JAJANAN PASAR
90000366,FRESTEA GREEN HONEY 500 ML
90000366,FRESTEA BLACK JASMINE HONEY 500 ML
90000367,OSKADON TABLET
90000368,ULTRA MILK COKLAT 250 ML
90000369,TEH BTL SOSRO JASMINE 500 ML
90000370,AQUA 330ML
90000370,ROKOK SAMPURNA MENTHOL 16
90000370,PENA FASTER C-600
90000371,ROKOK DJARUM SUPER 12
90000371,CLASS MILD 16
90000371,TEBS BTL 500 ML
90000371,NASI KUNING DAN BIHUN GORENG
90000372,TEH BTL SOSRO JASMINE 500 ML
90000372,ROKOK SAMPURNA MILD 12
90000373,VITACIMIN SWEETLET
90000373,VITACIMIN ORANGE 2S
90000373,ROKOK DJARUM SUPER MLD 20
90000373,ADES NATURAL 600 ML
90000373,FRESTEA JASMINE 750 ML
90000373,ROKOK GG MILD 16
90000374,ANEKA JAJANAN PASAR
90000374,JOY TEA HONEY LEMON 500 ML
90000374,BUBUR KACANG IJO NASI UDUK MINYAK MI BIHUN
90000375,TIC TAC SAPI PANGGANG 100G
90000375,KACANG SUKRO KRIBO 70 GR
90000375,ULTRA MILK LOW FAT 250 ML
90000375,ULTRA MILK LOW FAT COK 250ML
90000375,ROKOK SAMPURNA MILD 16
90000376,ULTRA PLAIN 1 LTR
90000376,ROKOK DJI SAM SOE 12
90000377,INDOMIE GORENG JUMBO AYAM PANGGANG 128GR
90000377,INDOMIE MIE GORENG RASA IGA PENYET 80 GR
90000377,INDOMIE GORENG KRIUK PEDAS
90000377,ABC KOPI WHITE COFFEE 27 GR
90000377,MINUTE MAID NUTRIBOOST 300 ML ORANGE
90000377,POCARI 350ML
90000378,FRESTEA JASMINE 750 ML
90000378,SPRITE BTL 425 ML
90000378,TEBS BTL 500 ML
90000378,ROKOK SURYA 16
90000379,ANEKA JAJANAN PASAR
90000379,AQUA 600ML
90000380,ROKOK GG FILTER  12
90000381,AQUA PRIMA 1500 ML
90000382,ADES NATURAL 600 ML
90000382,LARUTAN PENYEGAR CAP BADAK ANGGUR 330ML
90000382,NASI KUNING DAN BIHUN GORENG
90000383,FRESTEA GREEN HONEY 500 ML
90000383,FRUIT TEA BTL 500 ML
90000384,AQUA 600ML
90000384,KEMPLANG KERUPUK VEGAN
90000385,BODREX EXTRA
90000386,ROKOK PANAMAS ISI 12
90000387,FRESTEA GREEN HONEY 500 ML
90000387,ROKOK SAMPURNA MILD 16
90000388,FRESTEA GREEN HONEY 500 ML
90000388,MINUTE PULPY ORANGE 1 LTR
90000389,ANEKA JAJANAN PASAR
90000390,FRUIT TEA GUAVA 500M
90000390,JOY TEA HONEY LEMON 500 ML
90000390,ULTRA MILK LOWFAT COKLAT 200ML
90000391,FRESTEA LOW CALORIE 500ML
90000391,ROKOK SURYA 16
90000392,ADES NATURAL 600 ML
90000392,POCARI SWEAT BTL 500 ML
90000392,ULTRA SARI KACANG HIJAU 200 ML
90000393,FRESTEA MELATI 500ML
90000393,SPRITE BTL 425 ML
90000394,ANEKA JAJANAN PASAR
90000395,COCA-COLA BTL 425 ML
90000395,ROKOK SURYA 16
90000395,ROKOK SAMPOERNA HIJAU 12
90000396,AQUA 330ML
90000396,NASI KUNING DAN BIHUN GORENG
90000396,PEMPEK NUR SATUAN
90000397,SPRITE BTL 425 ML
90000398,GOOD DAY WHITE CAPPUC 25G
90000399,ADES NATURAL 600 ML
90000400,ANEKA JAJANAN PASAR
90000400,AQUA 600ML
90000400,ROKOK SURYA 16
90000401,MATERAI
90000402,POCARI SWEAT BTL 500 ML
90000403,ROKOK SURYA 16
90000404,AQUA 600ML
90000404,ROKOK SURYA PROMILD PUTIH 16
90000405,KOPIKO 78C BTL 250 ML
90000405,BOLU PANDAN POTONG MARTABAK BESAR
90000406,ANEKA JAJANAN PASAR
90000406,ASEPSO PLUS 85GR
90000406,BOLU PANDAN POTONG MARTABAK BESAR
90000407,PEMPEK NUR SATUAN
90000408,KERIPIK BAWANG JAMBI
90000408,ADES 1500 ML
90000409,ANEKA JAJANAN PASAR
90000410,NASI KUNING DAN BIHUN GORENG
90000411,WOODS COUGH SYRUP ATT 100 ML
90000411,ROKOK AVOLUTION MILD
90000412,ANEKA JAJANAN PASAR
90000412,Q GUAVA BTL 350 ML
90000413,GATSBY POMADE BESAR
90000414,ROKOK SAMPOERNA HIJAU 12
90000415,ANEKA JAJANAN PASAR
90000415,AQUA 330ML
90000416,BERAS TOPI KOKI 10 KG
90000417,ANEKA JAJANAN PASAR
90000417,TEH SOSRO KTK JASMINE 200 ML
90000417,ROKOK SAMPURNA MILD 16
90000418,ROKOK SURYA EXCLUSIVE 16
90000419,ROKOK GG FILTER  12
90000419,PANCAKE DURIAN
90000420,TEH BTL SOSRO LESS SUGAR 500 ML
90000420,LED LIGHT PEN HENGSHEN 616
90000421,KOREK API CRICKET
90000422,ROKOK DJARUM SUPER MLD 20
90000422,FRESTEA BLACK JASMINE HONEY 500 ML
90000422,ROKOK GG FILTER  12
90000423,FRESTEA MELATI 500ML
90000424,ROKOK DIPLOMAT 16
90000425,AQUA 600ML
90000425,TEH GELAS CP ORIGINAL 500 ML
90000425,MINUTE PULPY ORANGE 1 LTR
90000425,FRUIT TEA STRWBRY 500ML
90000426,ADES NATURAL 600 ML
90000426,FRESTEA JASMINE 750 ML
90000426,ROKOK SURYA 16
90000426,NASI KUNING DAN BIHUN GORENG
90000427,AQUA PRIMA 1500 ML
90000427,FRESTEA FRUCY APEL 500 ML
90000427,FRESTEA GREEN 750 ML BTL
90000427,TEH BTL SOSRO JASMINE 500 ML
90000428,ANEKA JAJANAN PASAR
90000428,AQUA 600ML
90000428,FRESTEA JASMINE 750 ML
90000428,CLEVO SUSU UHT RS COKELAT 125 ML
90000429,ANEKA JAJANAN PASAR
90000430,AQUA 600ML
90000430,POCARI SWEAT BTL 500 ML
90000431,AQUA 600ML
90000431,TEH BTL SOSRO JASMINE 500 ML
90000431,ROKOK SAMPURNA MILD 16
90000432,AQUA 330ML
90000432,AQUARIUS BTL 500 ML
90000433,AQUA 330ML
90000433,FRESTEA GREEN 750 ML BTL
90000434,FRESTEA BLACK JASMINE HONEY 500 ML
90000434,FRESTEA GREEN 750 ML BTL
90000435,CIMORY YOGURT BLUEBERRY 250ML
90000435,FRUIT TEA STRWBRY 500ML
90000436,CAFELA LATTE 250M
90000436,GILLET GOAL II HC 1 S
90000437,ROKOK MARLBORO LIGHT
90000437,AQUA 600ML
90000437,FRESTEA JASMINE 750 ML
90000437,ROKOK MARLBORO BLACK MENTHOL 20
90000438,MINUTE MAID PULPY TROPICAL 350 ML
90000438,ADES 1500 ML
90000439,TEBS BTL 500 ML
90000439,MILO ACTIGEN E RTD HICAL CAN 240 ML
90000439,SATE KERANG
90000440,ANEKA JAJANAN PASAR
90000440,AQUA 600ML
90000440,FRESTEA JASMINE 750 ML
90000440,ROKOK SURYAPRO MERAH 16
90000440,ROKOK SAMPURNA MILD 16
90000441,TEH GELAS CP ORIGINAL 1000 ML
90000442,GOOD DAY RASA MOCACINNO BTL 250 ML
90000442,ROKOK DJARUM SUPER 12
90000443,AQUA 600ML
90000443,TEH BTL SOSRO LESS SUGAR 500 ML
90000444,ROKOK MARLBORO LIGHT
90000445,ROKOK DJI SAM SOE MAGNUM
90000446,IKAT PINGGANG LEVIS COWOK 501
90000447,LASEGAR RASA LECI 320GR
90000448,MIE SEDAP KARI SPECIAL KARI KENTAL
90000448,NASI KUNING DAN BIHUN GORENG
90000449,ANEKA JAJANAN PASAR
90000449,BOLU PANDAN POTONG MARTABAK BESAR
90000450,KERTAS ALAS NASI COKLAT
90000451,ROKOK LUCKY STRIKE BIRU
90000452,ADEM SARI SACHET 7GR
90000452,ANEKA JAJANAN PASAR
90000452,ADES 1500 ML
90000453,ROKOK DUNHILL MILD 20
90000453,ROKOK SAMPURNA MILD 16
90000454,ROKOK SAMPURNA MILD 16
90000455,ROKOK DJI SAM SOE MAGNUM
90000456,TABUNG GAS ELPIJI 12KG
90000457,AQUA 600ML
90000458,ROKOK SAMPURNA MILD 16
90000459,ANEKA JAJANAN PASAR
90000460,YOU C 1000 LEMON WATER 500 ML
90000461,AQUA 600ML
90000462,ROKOK DJI SAM SOE 12
90000463,ABC INSTANT WHITE MOCCA 20G
90000463,KAPAL API FRESCO KOPI GULA 25G
90000463,KAPAL API FRESCO KRIM MOKA 30 GR
90000463,ROKOK GG FILTER  12
90000463,ROKOK SURYA 16
90000464,ANEKA JAJANAN PASAR
90000464,JESSCOOL LEMON TEA 45G
90000465,KAPAL API FRESCO KOPI GULA 25G
90000465,GOOD DAY WHITE CAPPUC 25G
90000466,KAPAL API KOPI SPECIAL 165 GR
90000466,ROKOK DJARUM SUPER MLD 20
90000466,ROKOK SAMPURNA MILD 16
90000467,AQUA PRIMA 1500 ML
90000467,HAPPY JUS ORANGE 200M
90000467,ULTRA MILK COKLAT 250 ML
90000467,ROKOK SAMPURNA MILD 16
90000468,INDOMIE GORENG JUMBO AYAM PANGGANG 128GR
90000468,ANEKA JAJANAN PASAR
90000468,GAGA MI 100 GRG PEDAS 88 GR
90000469,FRESTEA FRUCY APEL 500 ML
90000469,COCA-COLA 1500 ML
90000469,SPRITE 1500 ML
90000469,ROKOK AVOLUTION MILD
90000470,ROKOK DUNHILL MILD 20
90000471,ROKOK DUNHILL MILD 20
90000472,ROKOK SURYA EXCLUSIVE 16
90000473,INDOMIE KARI AYAM 72 GR
90000473,CIMORY LECI 250ML 
90000473,BOLU PANDAN POTONG MARTABAK BESAR
90000474,INDOMIE KARI AYAM 72 GR
90000474,ANEKA JAJANAN PASAR
90000474,SMAX RING AYAM 70GR
